Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:30 PM,6:29 PM,Session w. Jesse,1602889,164,59,54,72%,141,886,171,2019-01-28,1,4,14,28,12,0,0,4,28,84,48,0,0

Time,hr
2018-10-12 07:27,164
2018-10-12 07:28,164
2018-10-12 07:29,144
2018-10-12 07:30,121
2018-10-12 07:31,120
2018-10-12 07:32,140
2018-10-12 07:33,126
2018-10-12 07:34,124
2018-10-12 07:35,145
2018-10-12 07:36,154
2018-10-12 07:37,131
2018-10-12 07:38,139
2018-10-12 07:39,149
2018-10-12 07:40,131
2018-10-12 07:41,130
2018-10-12 07:42,115
2018-10-12 07:43,99
2018-10-12 07:44,96
2018-10-12 07:45,96
2018-10-12 07:46,95
2018-10-12 07:47,94
2018-10-12 07:48,103
2018-10-12 07:49,113
2018-10-12 07:50,108

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
6:49 PM,7:40 PM,Cardio,1602889,134,51,39,70%,136,692,175,2018-10-10,9,3,4,17,18,0,0,3,8,51,72,0,0

Time,hr
2018-10-10 18:49,104
2018-10-10 18:50,79
2018-10-10 18:51,69
2018-10-10 18:52,69
2018-10-10 18:53,70
2018-10-10 18:54,76
2018-10-10 18:55,75
2018-10-10 18:56,90
2018-10-10 18:57,104
2018-10-10 18:58,91
2018-10-10 18:59,89
2018-10-10 19:00,88
2018-10-10 19:01,111
2018-10-10 19:02,149
2018-10-10 19:03,156
2018-10-10 19:04,151
2018-10-10 19:05,162
2018-10-10 19:06,144
2018-10-10 19:07,131
2018-10-10 19:08,141
2018-10-10 19:09,150
2018-10-10 19:10,154
2018-10-10 19:11,156
2018-10-10 19:12,160
2018-10-10 19:13,163
2018-10-10 19:14,166
2018-10-10 19:15,163
2018-10-10 19:16,161
2018-10-10 19:17,166
2018-10-10 19:18,157
2018-10-10 19:19,130
2018-10-10 19:20,123
2018-10-10 19:21,165
2018-10-10 19:22,148
2018-10-10 19:23,165
2018-10-10 19:24,158
2018-10-10 19:25,171
2018-10-10 19:26,156
2018-10-10 19:27,161
2018-10-10 19:28,150
2018-10-10 19:29,154
2018-10-10 19:30,144
2018-10-10 19:31,149
2018-10-10 19:32,150
2018-10-10 19:33,164
2018-10-10 19:34,164
2018-10-10 19:35,146
2018-10-10 19:36,165
2018-10-10 19:37,162
2018-10-10 19:38,139
2018-10-10 19:39,135
2018-10-10 19:40,136

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
6:55 PM,8:23 PM,Session w. Jesse,1602889,229,88,69,70%,136,1215,177,2018-10-08,11,8,16,23,30,0,0,8,32,69,120,0,0

Time,hr
2018-10-08 18:55,89
2018-10-08 18:56,86
2018-10-08 18:57,108
2018-10-08 18:58,82
2018-10-08 18:59,77
2018-10-08 19:00,73
2018-10-08 19:01,74
2018-10-08 19:02,75
2018-10-08 19:03,79
2018-10-08 19:04,90
2018-10-08 19:05,119
2018-10-08 19:06,98
2018-10-08 19:07,98
2018-10-08 19:08,93
2018-10-08 19:09,109
2018-10-08 19:10,130
2018-10-08 19:11,156
2018-10-08 19:12,153
2018-10-08 19:13,159
2018-10-08 19:14,162
2018-10-08 19:15,138
2018-10-08 19:16,115
2018-10-08 19:17,102
2018-10-08 19:18,108
2018-10-08 19:19,108
2018-10-08 19:20,135
2018-10-08 19:21,138
2018-10-08 19:22,138
2018-10-08 19:23,106
2018-10-08 19:24,130
2018-10-08 19:25,155
2018-10-08 19:26,162
2018-10-08 19:27,162
2018-10-08 19:28,164
2018-10-08 19:29,159
2018-10-08 19:30,129
2018-10-08 19:31,132
2018-10-08 19:32,139
2018-10-08 19:33,148
2018-10-08 19:34,151
2018-10-08 19:35,136
2018-10-08 19:36,122
2018-10-08 19:37,121
2018-10-08 19:38,122
2018-10-08 19:39,159
2018-10-08 19:40,165
2018-10-08 19:41,160
2018-10-08 19:42,167
2018-10-08 19:43,158
2018-10-08 19:44,161
2018-10-08 19:45,170
2018-10-08 19:46,160
2018-10-08 19:47,168
2018-10-08 19:48,146
2018-10-08 19:49,135
2018-10-08 19:50,161
2018-10-08 19:51,145
2018-10-08 19:52,158
2018-10-08 19:53,168
2018-10-08 19:54,159
2018-10-08 19:55,142
2018-10-08 19:56,123
2018-10-08 19:57,124
2018-10-08 19:58,156
2018-10-08 19:59,162
2018-10-08 20:00,159
2018-10-08 20:01,148
2018-10-08 20:02,148
2018-10-08 20:03,157
2018-10-08 20:04,153
2018-10-08 20:05,154
2018-10-08 20:06,148
2018-10-08 20:07,147
2018-10-08 20:08,158
2018-10-08 20:09,167
2018-10-08 20:10,148
2018-10-08 20:11,158
2018-10-08 20:12,154
2018-10-08 20:13,131
2018-10-08 20:14,119
2018-10-08 20:15,156
2018-10-08 20:16,156
2018-10-08 20:17,164
2018-10-08 20:18,157
2018-10-08 20:19,148
2018-10-08 20:20,130
2018-10-08 20:21,125
2018-10-08 20:22,123
2018-10-08 20:23,122

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:20 AM,7:29 AM,Saturday Blitz,1602889,335,130,99,70%,136,1743,175,2018-10-06,19,11,24,28,47,1,0,11,48,84,188,4,0

Time,hr
2018-10-06 05:20,82
2018-10-06 05:21,86
2018-10-06 05:22,90
2018-10-06 05:23,96
2018-10-06 05:24,92
2018-10-06 05:25,103
2018-10-06 05:26,80
2018-10-06 05:27,75
2018-10-06 05:28,77
2018-10-06 05:29,77
2018-10-06 05:30,84
2018-10-06 05:31,113
2018-10-06 05:32,99
2018-10-06 05:33,103
2018-10-06 05:34,98
2018-10-06 05:35,96
2018-10-06 05:36,109
2018-10-06 05:37,101
2018-10-06 05:38,88
2018-10-06 05:39,91
2018-10-06 05:40,91
2018-10-06 05:41,90
2018-10-06 05:42,91
2018-10-06 05:43,89
2018-10-06 05:44,94
2018-10-06 05:45,117
2018-10-06 05:46,86
2018-10-06 05:47,91
2018-10-06 05:48,96
2018-10-06 05:49,105
2018-10-06 05:50,143
2018-10-06 05:51,144
2018-10-06 05:52,158
2018-10-06 05:53,149
2018-10-06 05:54,164
2018-10-06 05:55,162
2018-10-06 05:56,166
2018-10-06 05:57,167
2018-10-06 05:58,154
2018-10-06 05:59,156
2018-10-06 06:00,157
2018-10-06 06:02,115
2018-10-06 06:03,149
2018-10-06 06:04,168
2018-10-06 06:05,173
2018-10-06 06:06,170
2018-10-06 06:07,169
2018-10-06 06:08,166
2018-10-06 06:09,168
2018-10-06 06:10,170
2018-10-06 06:11,166
2018-10-06 06:12,162
2018-10-06 06:13,157
2018-10-06 06:14,137
2018-10-06 06:15,128
2018-10-06 06:16,151
2018-10-06 06:17,162
2018-10-06 06:18,163
2018-10-06 06:19,161
2018-10-06 06:20,156
2018-10-06 06:21,157
2018-10-06 06:22,159
2018-10-06 06:23,153
2018-10-06 06:24,155
2018-10-06 06:25,154
2018-10-06 06:26,137
2018-10-06 06:27,136
2018-10-06 06:28,133
2018-10-06 06:29,144
2018-10-06 06:30,160
2018-10-06 06:31,160
2018-10-06 06:32,162
2018-10-06 06:33,158
2018-10-06 06:34,159
2018-10-06 06:35,159
2018-10-06 06:36,152
2018-10-06 06:37,156
2018-10-06 06:38,154
2018-10-06 06:39,149
2018-10-06 06:41,125
2018-10-06 06:42,136
2018-10-06 06:43,156
2018-10-06 06:44,151
2018-10-06 06:45,160
2018-10-06 06:46,160
2018-10-06 06:47,154
2018-10-06 06:49,154
2018-10-06 06:50,157
2018-10-06 06:51,148
2018-10-06 06:52,142
2018-10-06 06:53,135
2018-10-06 06:54,126
2018-10-06 06:55,123
2018-10-06 06:56,143
2018-10-06 06:57,147
2018-10-06 06:58,152
2018-10-06 06:59,159
2018-10-06 07:00,160
2018-10-06 07:01,157
2018-10-06 07:02,153
2018-10-06 07:03,155
2018-10-06 07:04,155
2018-10-06 07:05,151
2018-10-06 07:06,144
2018-10-06 07:07,118
2018-10-06 07:08,117
2018-10-06 07:09,119
2018-10-06 07:10,119
2018-10-06 07:11,146
2018-10-06 07:12,158
2018-10-06 07:13,161
2018-10-06 07:14,157
2018-10-06 07:15,155
2018-10-06 07:16,154
2018-10-06 07:17,159
2018-10-06 07:18,159
2018-10-06 07:19,154
2018-10-06 07:20,156
2018-10-06 07:21,141
2018-10-06 07:22,126
2018-10-06 07:23,132
2018-10-06 07:24,130
2018-10-06 07:25,116
2018-10-06 07:26,123
2018-10-06 07:27,122
2018-10-06 07:28,116
2018-10-06 07:29,119

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:52 PM,8:50 PM,Cardio,1602889,131,60,42,65%,126,727,163,2018-10-05,8,9,14,22,7,0,0,9,28,66,28,0,0

Time,hr
2018-10-05 19:52,94
2018-10-05 19:53,85
2018-10-05 19:54,72
2018-10-05 19:55,76
2018-10-05 19:56,76
2018-10-05 19:57,83
2018-10-05 19:58,81
2018-10-05 19:59,102
2018-10-05 20:00,104
2018-10-05 20:01,91
2018-10-05 20:02,111
2018-10-05 20:03,129
2018-10-05 20:04,136
2018-10-05 20:05,143
2018-10-05 20:06,153
2018-10-05 20:07,160
2018-10-05 20:08,156
2018-10-05 20:09,150
2018-10-05 20:10,140
2018-10-05 20:11,140
2018-10-05 20:12,127
2018-10-05 20:13,108
2018-10-05 20:14,114
2018-10-05 20:15,101
2018-10-05 20:16,101
2018-10-05 20:17,130
2018-10-05 20:18,152
2018-10-05 20:19,135
2018-10-05 20:20,155
2018-10-05 20:21,149
2018-10-05 20:22,150
2018-10-05 20:23,133
2018-10-05 20:24,125
2018-10-05 20:26,101
2018-10-05 20:27,132
2018-10-05 20:28,128
2018-10-05 20:29,152
2018-10-05 20:30,115
2018-10-05 20:31,122
2018-10-05 20:32,146
2018-10-05 20:33,125
2018-10-05 20:34,145
2018-10-05 20:35,138
2018-10-05 20:36,125
2018-10-05 20:37,127
2018-10-05 20:38,134
2018-10-05 20:39,141
2018-10-05 20:40,138
2018-10-05 20:41,140
2018-10-05 20:42,136
2018-10-05 20:43,145
2018-10-05 20:44,160
2018-10-05 20:45,151
2018-10-05 20:46,143
2018-10-05 20:47,144
2018-10-05 20:48,144
2018-10-05 20:49,142
2018-10-05 20:50,129

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:26 PM,9:36 PM,Cardio + arms,1602889,244,129,85,64%,124,1623,163,2018-10-03,3,41,58,21,6,0,0,41,116,63,24,0,0

Time,hr
2018-10-03 19:26,90
2018-10-03 19:27,85
2018-10-03 19:28,98
2018-10-03 19:29,99
2018-10-03 19:30,109
2018-10-03 19:31,120
2018-10-03 19:32,136
2018-10-03 19:33,116
2018-10-03 19:34,106
2018-10-03 19:35,113
2018-10-03 19:36,118
2018-10-03 19:37,126
2018-10-03 19:38,136
2018-10-03 19:39,129
2018-10-03 19:40,129
2018-10-03 19:41,117
2018-10-03 19:42,115
2018-10-03 19:43,123
2018-10-03 19:44,118
2018-10-03 19:45,113
2018-10-03 19:46,114
2018-10-03 19:47,112
2018-10-03 19:48,106
2018-10-03 19:49,112
2018-10-03 19:50,125
2018-10-03 19:51,143
2018-10-03 19:52,143
2018-10-03 19:53,131
2018-10-03 19:54,121
2018-10-03 19:55,114
2018-10-03 19:56,114
2018-10-03 19:57,114
2018-10-03 19:58,118
2018-10-03 19:59,122
2018-10-03 20:00,114
2018-10-03 20:01,110
2018-10-03 20:02,103
2018-10-03 20:03,99
2018-10-03 20:04,97
2018-10-03 20:05,108
2018-10-03 20:06,126
2018-10-03 20:07,133
2018-10-03 20:08,139
2018-10-03 20:09,147
2018-10-03 20:10,155
2018-10-03 20:11,147
2018-10-03 20:12,124
2018-10-03 20:13,107
2018-10-03 20:14,104
2018-10-03 20:15,115
2018-10-03 20:16,131
2018-10-03 20:17,114
2018-10-03 20:18,134
2018-10-03 20:19,119
2018-10-03 20:20,116
2018-10-03 20:21,115
2018-10-03 20:22,129
2018-10-03 20:23,141
2018-10-03 20:24,156
2018-10-03 20:25,133
2018-10-03 20:26,141
2018-10-03 20:27,159
2018-10-03 20:28,149
2018-10-03 20:29,158
2018-10-03 20:30,136
2018-10-03 20:31,123
2018-10-03 20:32,111
2018-10-03 20:33,124
2018-10-03 20:34,140
2018-10-03 20:35,117
2018-10-03 20:36,122
2018-10-03 20:37,138
2018-10-03 20:38,115
2018-10-03 20:39,129
2018-10-03 20:40,143
2018-10-03 20:41,133
2018-10-03 20:42,143
2018-10-03 20:43,151
2018-10-03 20:44,153
2018-10-03 20:45,155
2018-10-03 20:46,161
2018-10-03 20:47,152
2018-10-03 20:48,138
2018-10-03 20:49,115
2018-10-03 20:50,130
2018-10-03 20:51,117
2018-10-03 20:52,124
2018-10-03 20:53,116
2018-10-03 20:54,112
2018-10-03 20:55,113
2018-10-03 20:56,131
2018-10-03 20:57,128
2018-10-03 20:58,130
2018-10-03 20:59,123
2018-10-03 21:00,113
2018-10-03 21:01,115
2018-10-03 21:02,117
2018-10-03 21:03,120
2018-10-03 21:04,117
2018-10-03 21:05,118
2018-10-03 21:06,117
2018-10-03 21:07,124
2018-10-03 21:08,125
2018-10-03 21:09,128
2018-10-03 21:10,133
2018-10-03 21:11,117
2018-10-03 21:12,111
2018-10-03 21:13,112
2018-10-03 21:14,122
2018-10-03 21:15,129
2018-10-03 21:16,123
2018-10-03 21:17,126
2018-10-03 21:18,115
2018-10-03 21:19,110
2018-10-03 21:20,111
2018-10-03 21:21,114
2018-10-03 21:22,126
2018-10-03 21:23,141
2018-10-03 21:24,135
2018-10-03 21:25,116
2018-10-03 21:26,113
2018-10-03 21:27,132
2018-10-03 21:28,145
2018-10-03 21:29,117
2018-10-03 21:30,113
2018-10-03 21:31,118
2018-10-03 21:32,114
2018-10-03 21:33,121
2018-10-03 21:34,113
2018-10-03 21:35,105
2018-10-03 21:36,105

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:16 PM,6:28 PM,Session w. Jesse,1602889,155,72,50,65%,127,838,168,2018-10-01,17,5,15,20,15,0,0,5,30,60,60,0,0

Time,hr
2018-10-01 17:16,97
2018-10-01 17:17,102
2018-10-01 17:18,82
2018-10-01 17:19,77
2018-10-01 17:20,78
2018-10-01 17:21,80
2018-10-01 17:22,81
2018-10-01 17:23,100
2018-10-01 17:24,109
2018-10-01 17:25,92
2018-10-01 17:26,90
2018-10-01 17:27,81
2018-10-01 17:28,86
2018-10-01 17:29,85
2018-10-01 17:30,93
2018-10-01 17:31,79
2018-10-01 17:32,78
2018-10-01 17:33,79
2018-10-01 17:34,99
2018-10-01 17:35,156
2018-10-01 17:36,152
2018-10-01 17:37,152
2018-10-01 17:38,155
2018-10-01 17:39,161
2018-10-01 17:40,152
2018-10-01 17:41,110
2018-10-01 17:42,92
2018-10-01 17:43,90
2018-10-01 17:44,111
2018-10-01 17:45,145
2018-10-01 17:46,144
2018-10-01 17:47,150
2018-10-01 17:48,150
2018-10-01 17:49,139
2018-10-01 17:50,120
2018-10-01 17:51,135
2018-10-01 17:52,141
2018-10-01 17:53,133
2018-10-01 17:54,133
2018-10-01 17:55,117
2018-10-01 17:56,137
2018-10-01 17:57,158
2018-10-01 17:58,160
2018-10-01 17:59,158
2018-10-01 18:00,138
2018-10-01 18:01,121
2018-10-01 18:02,114
2018-10-01 18:03,122
2018-10-01 18:04,160
2018-10-01 18:05,156
2018-10-01 18:06,152
2018-10-01 18:07,159
2018-10-01 18:08,157
2018-10-01 18:09,159
2018-10-01 18:10,160
2018-10-01 18:11,141
2018-10-01 18:12,129
2018-10-01 18:13,136
2018-10-01 18:14,130
2018-10-01 18:15,131
2018-10-01 18:16,153
2018-10-01 18:17,153
2018-10-01 18:18,160
2018-10-01 18:19,149
2018-10-01 18:20,148
2018-10-01 18:21,155
2018-10-01 18:22,157
2018-10-01 18:23,154
2018-10-01 18:24,147
2018-10-01 18:25,125
2018-10-01 18:26,121
2018-10-01 18:27,122
2018-10-01 18:28,122

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
3:38 PM,4:36 PM,Cardio,1602889,177,58,56,75%,145,929,172,2018-09-30,0,2,15,19,22,0,0,2,30,57,88,0,0

Time,hr
2018-09-30 15:38,111
2018-09-30 15:39,129
2018-09-30 15:40,138
2018-09-30 15:41,144
2018-09-30 15:42,145
2018-09-30 15:43,150
2018-09-30 15:44,154
2018-09-30 15:45,158
2018-09-30 15:46,160
2018-09-30 15:47,156
2018-09-30 15:48,155
2018-09-30 15:49,160
2018-09-30 15:50,159
2018-09-30 15:51,157
2018-09-30 15:52,159
2018-09-30 15:53,158
2018-09-30 15:54,157
2018-09-30 15:55,157
2018-09-30 15:56,157
2018-09-30 15:57,157
2018-09-30 15:58,159
2018-09-30 15:59,136
2018-09-30 16:00,123
2018-09-30 16:01,131
2018-09-30 16:02,131
2018-09-30 16:03,138
2018-09-30 16:04,156
2018-09-30 16:05,152
2018-09-30 16:06,163
2018-09-30 16:07,143
2018-09-30 16:08,146
2018-09-30 16:09,161
2018-09-30 16:10,142
2018-09-30 16:11,135
2018-09-30 16:12,133
2018-09-30 16:13,136
2018-09-30 16:14,135
2018-09-30 16:15,137
2018-09-30 16:16,136
2018-09-30 16:17,146
2018-09-30 16:18,168
2018-09-30 16:19,163
2018-09-30 16:20,137
2018-09-30 16:21,132
2018-09-30 16:22,131
2018-09-30 16:23,128
2018-09-30 16:24,107
2018-09-30 16:25,139
2018-09-30 16:26,145
2018-09-30 16:27,132
2018-09-30 16:28,159
2018-09-30 16:29,142
2018-09-30 16:30,156
2018-09-30 16:31,134
2018-09-30 16:32,154
2018-09-30 16:33,159
2018-09-30 16:34,150
2018-09-30 16:35,126
2018-09-30 16:36,113

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
2:35 AM,4:34 AM,Saturday Morning Blitz,1602889,290,120,91,68%,132,1590,171,2018-09-29,16,13,23,41,27,0,0,13,46,123,108,0,0

Time,hr
2018-09-29 02:35,134
2018-09-29 02:36,110
2018-09-29 02:37,102
2018-09-29 02:38,95
2018-09-29 02:39,101
2018-09-29 02:40,90
2018-09-29 02:41,95
2018-09-29 02:42,93
2018-09-29 02:43,79
2018-09-29 02:44,79
2018-09-29 02:45,80
2018-09-29 02:46,101
2018-09-29 02:47,109
2018-09-29 02:48,87
2018-09-29 02:49,99
2018-09-29 02:50,86
2018-09-29 02:51,88
2018-09-29 02:52,99
2018-09-29 02:53,95
2018-09-29 02:54,126
2018-09-29 02:55,131
2018-09-29 02:56,131
2018-09-29 02:57,109
2018-09-29 02:58,105
2018-09-29 02:59,95
2018-09-29 03:00,86
2018-09-29 03:01,83
2018-09-29 03:02,87
2018-09-29 03:03,94
2018-09-29 03:04,97
2018-09-29 03:05,121
2018-09-29 03:06,128
2018-09-29 03:07,155
2018-09-29 03:08,156
2018-09-29 03:09,160
2018-09-29 03:10,146
2018-09-29 03:11,131
2018-09-29 03:12,161
2018-09-29 03:13,165
2018-09-29 03:14,169
2018-09-29 03:15,146
2018-09-29 03:16,150
2018-09-29 03:17,165
2018-09-29 03:18,165
2018-09-29 03:19,164
2018-09-29 03:20,161
2018-09-29 03:21,165
2018-09-29 03:22,151
2018-09-29 03:23,156
2018-09-29 03:24,163
2018-09-29 03:25,160
2018-09-29 03:26,156
2018-09-29 03:27,150
2018-09-29 03:28,164
2018-09-29 03:29,154
2018-09-29 03:30,150
2018-09-29 03:31,160
2018-09-29 03:32,164
2018-09-29 03:33,143
2018-09-29 03:34,153
2018-09-29 03:35,150
2018-09-29 03:36,151
2018-09-29 03:37,141
2018-09-29 03:38,157
2018-09-29 03:39,156
2018-09-29 03:40,152
2018-09-29 03:41,137
2018-09-29 03:42,131
2018-09-29 03:43,126
2018-09-29 03:44,152
2018-09-29 03:45,134
2018-09-29 03:46,154
2018-09-29 03:47,135
2018-09-29 03:48,150
2018-09-29 03:49,141
2018-09-29 03:50,141
2018-09-29 03:51,152
2018-09-29 03:52,150
2018-09-29 03:53,152
2018-09-29 03:54,155
2018-09-29 03:55,150
2018-09-29 03:56,152
2018-09-29 03:57,143
2018-09-29 03:58,131
2018-09-29 03:59,144
2018-09-29 04:00,154
2018-09-29 04:01,138
2018-09-29 04:02,134
2018-09-29 04:03,144
2018-09-29 04:04,153
2018-09-29 04:05,148
2018-09-29 04:06,147
2018-09-29 04:07,145
2018-09-29 04:08,152
2018-09-29 04:09,148
2018-09-29 04:10,135
2018-09-29 04:11,148
2018-09-29 04:12,147
2018-09-29 04:13,139
2018-09-29 04:14,156
2018-09-29 04:15,154
2018-09-29 04:16,160
2018-09-29 04:17,140
2018-09-29 04:18,146
2018-09-29 04:19,125
2018-09-29 04:20,146
2018-09-29 04:21,126
2018-09-29 04:22,146
2018-09-29 04:23,143
2018-09-29 04:24,152
2018-09-29 04:25,133
2018-09-29 04:26,114
2018-09-29 04:27,117
2018-09-29 04:28,118
2018-09-29 04:29,120
2018-09-29 04:30,114
2018-09-29 04:31,118
2018-09-29 04:32,118
2018-09-29 04:33,123
2018-09-29 04:34,121

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:35 PM,8:13 PM,Walk home,1602889,82,38,36,66%,129,508,154,2018-09-28,1,1,27,9,0,0,0,1,54,27,0,0,0

Time,hr
2018-09-28 19:35,125
2018-09-28 19:36,125
2018-09-28 19:37,126
2018-09-28 19:38,137
2018-09-28 19:39,136
2018-09-28 19:40,134
2018-09-28 19:41,128
2018-09-28 19:42,128
2018-09-28 19:43,130
2018-09-28 19:44,126
2018-09-28 19:45,124
2018-09-28 19:46,124
2018-09-28 19:47,130
2018-09-28 19:48,132
2018-09-28 19:49,134
2018-09-28 19:50,139
2018-09-28 19:51,128
2018-09-28 19:52,119
2018-09-28 19:53,124
2018-09-28 19:54,137
2018-09-28 19:55,136
2018-09-28 19:56,141
2018-09-28 19:57,132
2018-09-28 19:58,124
2018-09-28 19:59,124
2018-09-28 20:00,127
2018-09-28 20:01,140
2018-09-28 20:02,150
2018-09-28 20:03,133
2018-09-28 20:04,121
2018-09-28 20:05,132
2018-09-28 20:06,150
2018-09-28 20:07,127
2018-09-28 20:08,119
2018-09-28 20:09,125
2018-09-28 20:10,124
2018-09-28 20:11,127
2018-09-28 20:12,116
2018-09-28 20:13,89

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:45 PM,6:42 PM,Walk + XT,1602889,143,57,47,69%,135,798,166,2018-09-28,4,7,19,10,17,0,0,7,38,30,68,0,0

Time,hr
2018-09-28 17:45,94
2018-09-28 17:46,87
2018-09-28 17:47,89
2018-09-28 17:48,114
2018-09-28 17:49,117
2018-09-28 17:50,121
2018-09-28 17:51,141
2018-09-28 17:52,138
2018-09-28 17:53,122
2018-09-28 17:54,124
2018-09-28 17:55,126
2018-09-28 17:56,134
2018-09-28 17:57,141
2018-09-28 17:58,135
2018-09-28 17:59,138
2018-09-28 18:00,130
2018-09-28 18:01,129
2018-09-28 18:02,134
2018-09-28 18:03,129
2018-09-28 18:04,130
2018-09-28 18:05,125
2018-09-28 18:06,124
2018-09-28 18:07,124
2018-09-28 18:08,126
2018-09-28 18:09,129
2018-09-28 18:10,136
2018-09-28 18:11,138
2018-09-28 18:12,133
2018-09-28 18:13,100
2018-09-28 18:14,96
2018-09-28 18:15,94
2018-09-28 18:16,103
2018-09-28 18:17,102
2018-09-28 18:18,120
2018-09-28 18:19,142
2018-09-28 18:20,146
2018-09-28 18:21,153
2018-09-28 18:22,160
2018-09-28 18:23,158
2018-09-28 18:24,160
2018-09-28 18:25,157
2018-09-28 18:26,156
2018-09-28 18:27,156
2018-09-28 18:28,155
2018-09-28 18:29,157
2018-09-28 18:30,156
2018-09-28 18:31,157
2018-09-28 18:32,155
2018-09-28 18:33,157
2018-09-28 18:34,158
2018-09-28 18:35,157
2018-09-28 18:36,157
2018-09-28 18:37,156
2018-09-28 18:38,161
2018-09-28 18:39,160
2018-09-28 18:40,147
2018-09-28 18:41,125
2018-09-28 18:42,113

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:47 PM,10:04 PM,Cardio + Back,1602889,315,138,107,66%,129,1802,168,2018-09-27,13,17,45,44,19,0,0,17,90,132,76,0,0

Time,hr
