Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:30 PM,6:29 PM,Session w. Jesse,1602889,164,59,54,72%,141,886,171,2019-01-28,1,4,14,28,12,0,0,4,28,84,48,0,0

Time,hr
2018-11-15 19:31,154
2018-11-15 19:32,155
2018-11-15 19:33,130
2018-11-15 19:34,128
2018-11-15 19:35,122
2018-11-15 19:36,120
2018-11-15 19:37,126
2018-11-15 19:38,163
2018-11-15 19:39,171
2018-11-15 19:40,167
2018-11-15 19:41,165
2018-11-15 19:42,163
2018-11-15 19:43,163
2018-11-15 19:44,165
2018-11-15 19:45,172
2018-11-15 19:46,167
2018-11-15 19:47,147
2018-11-15 19:48,130
2018-11-15 19:49,116
2018-11-15 19:50,132
2018-11-15 19:51,163
2018-11-15 19:52,153
2018-11-15 19:53,146
2018-11-15 19:54,172
2018-11-15 19:55,147
2018-11-15 19:56,158
2018-11-15 19:57,158
2018-11-15 19:58,155
2018-11-15 19:59,143
2018-11-15 20:00,133
2018-11-15 20:01,109
2018-11-15 20:02,137
2018-11-15 20:03,133
2018-11-15 20:04,146
2018-11-15 20:05,147
2018-11-15 20:06,147

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
4:49 AM,6:15 AM,Session w. Jesse,1602889,188,86,57,66%,128,1069,169,2018-11-12,13,16,14,28,15,0,0,16,28,84,60,0,0

Time,hr
2018-11-12 04:49,83
2018-11-12 04:50,93
2018-11-12 04:51,87
2018-11-12 04:52,77
2018-11-12 04:53,70
2018-11-12 04:54,72
2018-11-12 04:55,75
2018-11-12 04:56,74
2018-11-12 04:57,77
2018-11-12 04:58,96
2018-11-12 04:59,85
2018-11-12 05:00,87
2018-11-12 05:01,95
2018-11-12 05:02,125
2018-11-12 05:03,145
2018-11-12 05:04,138
2018-11-12 05:05,148
2018-11-12 05:06,146
2018-11-12 05:07,139
2018-11-12 05:08,110
2018-11-12 05:09,110
2018-11-12 05:10,101
2018-11-12 05:11,82
2018-11-12 05:12,98
2018-11-12 05:13,99
2018-11-12 05:14,125
2018-11-12 05:15,122
2018-11-12 05:16,121
2018-11-12 05:17,150
2018-11-12 05:18,116
2018-11-12 05:19,99
2018-11-12 05:20,115
2018-11-12 05:21,129
2018-11-12 05:22,129
2018-11-12 05:23,145
2018-11-12 05:24,157
2018-11-12 05:25,109
2018-11-12 05:26,108
2018-11-12 05:27,122
2018-11-12 05:28,141
2018-11-12 05:29,137
2018-11-12 05:30,154
2018-11-12 05:31,135
2018-11-12 05:32,145
2018-11-12 05:33,133
2018-11-12 05:34,110
2018-11-12 05:35,139
2018-11-12 05:36,158
2018-11-12 05:37,140
2018-11-12 05:38,140
2018-11-12 05:39,141
2018-11-12 05:40,114
2018-11-12 05:41,123
2018-11-12 05:42,145
2018-11-12 05:43,154
2018-11-12 05:44,158
2018-11-12 05:45,152
2018-11-12 05:46,141
2018-11-12 05:47,125
2018-11-12 05:48,110
2018-11-12 05:49,144
2018-11-12 05:50,164
2018-11-12 05:51,158
2018-11-12 05:52,146
2018-11-12 05:53,146
2018-11-12 05:54,155
2018-11-12 05:55,155
2018-11-12 05:56,159
2018-11-12 05:57,159
2018-11-12 05:58,156
2018-11-12 05:59,151
2018-11-12 06:00,156
2018-11-12 06:01,141
2018-11-12 06:02,154
2018-11-12 06:03,151
2018-11-12 06:04,156
2018-11-12 06:05,127
2018-11-12 06:06,131
2018-11-12 06:07,162
2018-11-12 06:08,159
2018-11-12 06:09,156
2018-11-12 06:10,157
2018-11-12 06:11,159
2018-11-12 06:15,109

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:35 AM,8:29 AM,Workout,1602889,166,54,52,75%,145,874,171,2018-11-10,0,2,11,22,19,0,0,2,22,66,76,0,0

Time,hr
2018-11-10 07:35,115
2018-11-10 07:36,101
2018-11-10 07:37,118
2018-11-10 07:38,151
2018-11-10 07:39,159
2018-11-10 07:40,159
2018-11-10 07:41,161
2018-11-10 07:42,160
2018-11-10 07:43,136
2018-11-10 07:44,108
2018-11-10 07:45,140
2018-11-10 07:46,141
2018-11-10 07:47,144
2018-11-10 07:48,128
2018-11-10 07:49,149
2018-11-10 07:50,152
2018-11-10 07:51,153
2018-11-10 07:52,144
2018-11-10 07:53,144
2018-11-10 07:54,151
2018-11-10 07:55,156
2018-11-10 07:56,164
2018-11-10 07:57,168
2018-11-10 07:58,166
2018-11-10 07:59,168
2018-11-10 08:00,169
2018-11-10 08:01,166
2018-11-10 08:02,162
2018-11-10 08:03,154
2018-11-10 08:04,135
2018-11-10 08:05,140
2018-11-10 08:06,145
2018-11-10 08:07,153
2018-11-10 08:08,136
2018-11-10 08:09,146
2018-11-10 08:10,157
2018-11-10 08:11,149
2018-11-10 08:12,148
2018-11-10 08:13,129
2018-11-10 08:14,126
2018-11-10 08:15,156
2018-11-10 08:16,150
2018-11-10 08:17,162
2018-11-10 08:18,153
2018-11-10 08:19,134
2018-11-10 08:20,142
2018-11-10 08:21,145
2018-11-10 08:22,129
2018-11-10 08:23,124
2018-11-10 08:24,133
2018-11-10 08:25,135
2018-11-10 08:26,142
2018-11-10 08:27,144
2018-11-10 08:28,134
2018-11-10 08:29,128

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
12:04 PM,1:07 PM,Session w. Jesse,1602889,154,62,48,69%,134,842,176,2018-11-07,9,5,13,17,17,1,0,5,26,51,68,4,0

Time,hr
2018-11-07 12:04,103
2018-11-07 12:05,78
2018-11-07 12:06,67
2018-11-07 12:07,72
2018-11-07 12:08,73
2018-11-07 12:09,71
2018-11-07 12:10,74
2018-11-07 12:11,104
2018-11-07 12:12,110
2018-11-07 12:13,93
2018-11-07 12:14,119
2018-11-07 12:15,125
2018-11-07 12:16,101
2018-11-07 12:17,86
2018-11-07 12:18,96
2018-11-07 12:19,145
2018-11-07 12:20,167
2018-11-07 12:21,152
2018-11-07 12:22,148
2018-11-07 12:23,158
2018-11-07 12:24,159
2018-11-07 12:25,149
2018-11-07 12:26,139
2018-11-07 12:27,152
2018-11-07 12:28,125
2018-11-07 12:29,157
2018-11-07 12:30,164
2018-11-07 12:31,171
2018-11-07 12:32,149
2018-11-07 12:33,149
2018-11-07 12:34,165
2018-11-07 12:35,170
2018-11-07 12:36,161
2018-11-07 12:37,146
2018-11-07 12:38,143
2018-11-07 12:39,137
2018-11-07 12:40,126
2018-11-07 12:41,138
2018-11-07 12:42,165
2018-11-07 12:43,164
2018-11-07 12:44,167
2018-11-07 12:45,155
2018-11-07 12:46,134
2018-11-07 12:47,126
2018-11-07 12:48,153
2018-11-07 12:49,154
2018-11-07 12:50,163
2018-11-07 12:51,143
2018-11-07 12:52,150
2018-11-07 12:53,135
2018-11-07 12:54,119
2018-11-07 12:55,145
2018-11-07 12:56,154
2018-11-07 12:57,147
2018-11-07 12:58,130
2018-11-07 12:59,139
2018-11-07 13:00,162
2018-11-07 13:01,164
2018-11-07 13:02,153
2018-11-07 13:03,135
2018-11-07 13:04,112
2018-11-07 13:05,105
2018-11-07 13:06,117
2018-11-07 13:07,106

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
10:06 AM,10:19 AM,Workout,1602889,24,13,10,63%,122,162,148,2018-11-07,0,3,9,1,0,0,0,3,18,3,0,0,0

Time,hr
2018-11-07 10:06,127
2018-11-07 10:07,128
2018-11-07 10:08,115
2018-11-07 10:09,112
2018-11-07 10:10,113
2018-11-07 10:11,118
2018-11-07 10:12,115
2018-11-07 10:13,120
2018-11-07 10:14,118
2018-11-07 10:15,121
2018-11-07 10:16,128
2018-11-07 10:17,126
2018-11-07 10:18,129
2018-11-07 10:19,145

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
3:54 PM,5:10 PM,Session w. Jesse,1602889,186,76,60,69%,134,1027,172,2018-11-05,8,7,17,31,13,0,0,7,34,93,52,0,0

Time,hr
2018-11-05 15:54,92
2018-11-05 15:55,102
2018-11-05 15:56,84
2018-11-05 15:57,82
2018-11-05 15:58,79
2018-11-05 15:59,82
2018-11-05 16:00,85
2018-11-05 16:01,82
2018-11-05 16:02,116
2018-11-05 16:03,108
2018-11-05 16:04,103
2018-11-05 16:05,118
2018-11-05 16:06,127
2018-11-05 16:07,127
2018-11-05 16:08,153
2018-11-05 16:09,164
2018-11-05 16:10,141
2018-11-05 16:11,108
2018-11-05 16:12,101
2018-11-05 16:13,91
2018-11-05 16:14,93
2018-11-05 16:15,109
2018-11-05 16:16,128
2018-11-05 16:17,139
2018-11-05 16:18,128
2018-11-05 16:19,137
2018-11-05 16:20,142
2018-11-05 16:21,138
2018-11-05 16:22,149
2018-11-05 16:23,148
2018-11-05 16:24,149
2018-11-05 16:25,123
2018-11-05 16:26,117
2018-11-05 16:27,132
2018-11-05 16:28,159
2018-11-05 16:29,123
2018-11-05 16:30,157
2018-11-05 16:31,132
2018-11-05 16:32,127
2018-11-05 16:33,152
2018-11-05 16:34,151
2018-11-05 16:35,154
2018-11-05 16:36,127
2018-11-05 16:37,137
2018-11-05 16:38,147
2018-11-05 16:39,145
2018-11-05 16:40,156
2018-11-05 16:41,143
2018-11-05 16:42,121
2018-11-05 16:43,163
2018-11-05 16:44,146
2018-11-05 16:45,158
2018-11-05 16:46,152
2018-11-05 16:47,155
2018-11-05 16:48,143
2018-11-05 16:49,148
2018-11-05 16:50,148
2018-11-05 16:51,151
2018-11-05 16:52,136
2018-11-05 16:53,142
2018-11-05 16:54,146
2018-11-05 16:55,148
2018-11-05 16:56,140
2018-11-05 16:57,148
2018-11-05 16:58,142
2018-11-05 16:59,155
2018-11-05 17:00,158
2018-11-05 17:01,144
2018-11-05 17:02,136
2018-11-05 17:03,135
2018-11-05 17:04,146
2018-11-05 17:05,147
2018-11-05 17:06,167
2018-11-05 17:07,157
2018-11-05 17:08,168
2018-11-05 17:09,153
2018-11-05 17:10,137

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
1:41 PM,1:51 PM,Workout,1602889,14,11,4,56%,110,102,136,2018-11-05,1,6,4,0,0,0,0,6,8,0,0,0,0

Time,hr
2018-11-05 13:41,125
2018-11-05 13:42,122
2018-11-05 13:43,130
2018-11-05 13:44,112
2018-11-05 13:45,100
2018-11-05 13:46,100
2018-11-05 13:47,99
2018-11-05 13:48,97
2018-11-05 13:49,99
2018-11-05 13:50,113
2018-11-05 13:51,118

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:22 PM,8:13 PM,Workout,1602889,140,52,45,71%,138,766,169,2018-10-31,0,6,17,16,13,0,0,6,34,48,52,0,0

Time,hr
2018-10-31 19:22,98
2018-10-31 19:23,112
2018-10-31 19:24,129
2018-10-31 19:25,131
2018-10-31 19:26,130
2018-10-31 19:27,136
2018-10-31 19:28,145
2018-10-31 19:29,153
2018-10-31 19:30,161
2018-10-31 19:31,160
2018-10-31 19:32,160
2018-10-31 19:33,154
2018-10-31 19:34,151
2018-10-31 19:35,142
2018-10-31 19:36,114
2018-10-31 19:37,115
2018-10-31 19:38,106
2018-10-31 19:39,108
2018-10-31 19:40,123
2018-10-31 19:41,142
2018-10-31 19:42,134
2018-10-31 19:43,145
2018-10-31 19:44,122
2018-10-31 19:45,123
2018-10-31 19:46,144
2018-10-31 19:47,131
2018-10-31 19:48,124
2018-10-31 19:49,123
2018-10-31 19:50,119
2018-10-31 19:51,115
2018-10-31 19:52,116
2018-10-31 19:53,137
2018-10-31 19:54,154
2018-10-31 19:55,157
2018-10-31 19:56,125
2018-10-31 19:57,130
2018-10-31 19:58,146
2018-10-31 19:59,140
2018-10-31 20:00,154
2018-10-31 20:01,158
2018-10-31 20:02,156
2018-10-31 20:03,158
2018-10-31 20:04,158
2018-10-31 20:05,158
2018-10-31 20:06,158
2018-10-31 20:07,156
2018-10-31 20:08,156
2018-10-31 20:09,149
2018-10-31 20:10,138
2018-10-31 20:11,138
2018-10-31 20:12,135
2018-10-31 20:13,141

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:58 AM,7:14 AM,Workout,1602889,200,77,59,71%,137,1060,168,2018-10-20,9,9,8,29,22,0,0,9,16,87,88,0,0

Time,hr
2018-10-20 05:58,83
2018-10-20 05:59,93
2018-10-20 06:00,86
2018-10-20 06:01,85
2018-10-20 06:02,98
2018-10-20 06:03,148
2018-10-20 06:04,161
2018-10-20 06:05,163
2018-10-20 06:06,153
2018-10-20 06:07,116
2018-10-20 06:08,101
2018-10-20 06:09,99
2018-10-20 06:10,158
2018-10-20 06:11,160
2018-10-20 06:12,159
2018-10-20 06:13,161
2018-10-20 06:14,151
2018-10-20 06:15,154
2018-10-20 06:16,147
2018-10-20 06:17,153
2018-10-20 06:18,143
2018-10-20 06:19,150
2018-10-20 06:20,159
2018-10-20 06:21,156
2018-10-20 06:22,152
2018-10-20 06:23,161
2018-10-20 06:24,163
2018-10-20 06:25,153
2018-10-20 06:26,153
2018-10-20 06:27,159
2018-10-20 06:28,157
2018-10-20 06:29,155
2018-10-20 06:30,160
2018-10-20 06:31,163
2018-10-20 06:32,163
2018-10-20 06:33,159
2018-10-20 06:34,156
2018-10-20 06:35,151
2018-10-20 06:36,144
2018-10-20 06:37,134
2018-10-20 06:38,131
2018-10-20 06:39,140
2018-10-20 06:40,133
2018-10-20 06:41,147
2018-10-20 06:42,146
2018-10-20 06:43,150
2018-10-20 06:44,148
2018-10-20 06:45,145
2018-10-20 06:46,154
2018-10-20 06:47,147
2018-10-20 06:48,149
2018-10-20 06:49,156
2018-10-20 06:50,152
2018-10-20 06:51,151
2018-10-20 06:52,151
2018-10-20 06:53,143
2018-10-20 06:54,141
2018-10-20 06:55,139
2018-10-20 06:56,148
2018-10-20 06:57,156
2018-10-20 06:58,132
2018-10-20 06:59,118
2018-10-20 07:00,100
2018-10-20 07:01,113
2018-10-20 07:02,135
2018-10-20 07:03,127
2018-10-20 07:04,119
2018-10-20 07:05,124
2018-10-20 07:06,104
2018-10-20 07:07,92
2018-10-20 07:08,93
2018-10-20 07:09,93
2018-10-20 07:10,93
2018-10-20 07:11,97
2018-10-20 07:12,112
2018-10-20 07:13,110
2018-10-20 07:14,113

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:52 PM,9:03 PM,Upper body + Cardio,1602889,198,70,65,73%,142,1078,174,2018-10-17,3,3,20,21,23,0,0,3,40,63,92,0,0

Time,hr
2018-10-17 19:52,89
2018-10-17 19:53,87
2018-10-17 19:54,98
2018-10-17 19:56,101
2018-10-17 19:57,144
2018-10-17 19:58,159
2018-10-17 19:59,163
2018-10-17 20:00,160
2018-10-17 20:01,155
2018-10-17 20:02,129
2018-10-17 20:03,124
2018-10-17 20:04,123
2018-10-17 20:05,131
2018-10-17 20:06,153
2018-10-17 20:07,137
2018-10-17 20:08,161
2018-10-17 20:09,127
2018-10-17 20:10,136
2018-10-17 20:11,161
2018-10-17 20:12,135
2018-10-17 20:13,114
2018-10-17 20:14,139
2018-10-17 20:15,147
2018-10-17 20:16,123
2018-10-17 20:17,131
2018-10-17 20:18,149
2018-10-17 20:19,160
2018-10-17 20:20,163
2018-10-17 20:21,167
2018-10-17 20:22,165
2018-10-17 20:23,165
2018-10-17 20:24,167
2018-10-17 20:25,164
2018-10-17 20:26,162
2018-10-17 20:27,165
2018-10-17 20:28,161
2018-10-17 20:29,154
2018-10-17 20:30,142
2018-10-17 20:31,123
2018-10-17 20:32,127
2018-10-17 20:33,138
2018-10-17 20:34,137
2018-10-17 20:35,143
2018-10-17 20:36,135
2018-10-17 20:37,148
2018-10-17 20:38,130
2018-10-17 20:39,148
2018-10-17 20:40,139
2018-10-17 20:41,130
2018-10-17 20:42,135
2018-10-17 20:43,135
2018-10-17 20:44,135
2018-10-17 20:45,136
2018-10-17 20:46,156
2018-10-17 20:47,171
2018-10-17 20:48,154
2018-10-17 20:49,142
2018-10-17 20:50,167
2018-10-17 20:51,164
2018-10-17 20:52,137
2018-10-17 20:53,139
2018-10-17 20:54,148
2018-10-17 20:55,147
2018-10-17 20:56,133
2018-10-17 20:57,157
2018-10-17 20:58,155
2018-10-17 20:59,155
2018-10-17 21:00,138
2018-10-17 21:01,134
2018-10-17 21:02,130
2018-10-17 21:03,135

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
7:00 PM,8:49 PM,Session w. Jesse,1602889,242,109,69,66%,129,1406,172,2018-10-15,11,29,15,33,21,0,0,29,30,99,84,0,0

Time,hr
2018-10-15 19:00,109
2018-10-15 19:01,101
2018-10-15 19:02,81
2018-10-15 19:03,79
2018-10-15 19:04,75
2018-10-15 19:05,81
2018-10-15 19:06,80
2018-10-15 19:07,81
2018-10-15 19:08,86
2018-10-15 19:09,105
2018-10-15 19:10,111
2018-10-15 19:11,95
2018-10-15 19:12,106
2018-10-15 19:13,90
2018-10-15 19:14,102
2018-10-15 19:15,107
2018-10-15 19:16,103
2018-10-15 19:17,110
2018-10-15 19:18,107
2018-10-15 19:19,137
2018-10-15 19:20,147
2018-10-15 19:21,155
2018-10-15 19:22,162
2018-10-15 19:23,145
2018-10-15 19:24,134
2018-10-15 19:25,129
2018-10-15 19:26,138
2018-10-15 19:27,136
2018-10-15 19:28,138
2018-10-15 19:29,161
2018-10-15 19:30,155
2018-10-15 19:31,128
2018-10-15 19:32,108
2018-10-15 19:33,123
2018-10-15 19:34,138
2018-10-15 19:35,155
2018-10-15 19:36,156
2018-10-15 19:37,139
2018-10-15 19:38,126
2018-10-15 19:39,149
2018-10-15 19:40,154
2018-10-15 19:41,163
2018-10-15 19:42,153
2018-10-15 19:43,124
2018-10-15 19:44,135
2018-10-15 19:45,148
2018-10-15 19:46,153
2018-10-15 19:47,163
2018-10-15 19:48,148
2018-10-15 19:49,155
2018-10-15 19:50,137
2018-10-15 19:51,157
2018-10-15 19:52,158
2018-10-15 19:53,152
2018-10-15 19:54,146
2018-10-15 19:55,165
2018-10-15 19:56,154
2018-10-15 19:57,152
2018-10-15 19:58,166
2018-10-15 19:59,162
2018-10-15 20:00,143
2018-10-15 20:01,162
2018-10-15 20:02,163
2018-10-15 20:03,142
2018-10-15 20:04,159
2018-10-15 20:05,156
2018-10-15 20:06,145
2018-10-15 20:07,138
2018-10-15 20:08,154
2018-10-15 20:09,164
2018-10-15 20:10,138
2018-10-15 20:11,144
2018-10-15 20:12,154
2018-10-15 20:13,130
2018-10-15 20:14,153
2018-10-15 20:15,141
2018-10-15 20:16,142
2018-10-15 20:17,149
2018-10-15 20:18,143
2018-10-15 20:19,150
2018-10-15 20:20,156
2018-10-15 20:21,155
2018-10-15 20:22,143
2018-10-15 20:23,143
2018-10-15 20:24,126
2018-10-15 20:25,107
2018-10-15 20:26,102
2018-10-15 20:27,103
2018-10-15 20:28,97
2018-10-15 20:29,118
2018-10-15 20:30,117
2018-10-15 20:31,99
2018-10-15 20:32,105
2018-10-15 20:33,103
2018-10-15 20:34,112
2018-10-15 20:35,117
2018-10-15 20:36,109
2018-10-15 20:37,106
2018-10-15 20:38,105
2018-10-15 20:39,106
2018-10-15 20:40,107
2018-10-15 20:41,104
2018-10-15 20:42,103
2018-10-15 20:43,109
2018-10-15 20:44,108
2018-10-15 20:45,108
2018-10-15 20:46,114
2018-10-15 20:47,109
2018-10-15 20:48,119
2018-10-15 20:49,118

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
5:52 AM,7:51 AM,Blitz,1602889,320,120,89,71%,138,1632,173,2018-10-13,21,10,8,30,51,0,0,10,16,90,204,0,0

Time,hr
2018-10-13 05:52,104
2018-10-13 05:53,73
2018-10-13 05:54,76
2018-10-13 05:55,75
2018-10-13 05:56,84
2018-10-13 05:57,80
2018-10-13 05:58,113
2018-10-13 05:59,108
2018-10-13 06:00,91
2018-10-13 06:01,101
2018-10-13 06:02,90
2018-10-13 06:03,81
2018-10-13 06:04,82
2018-10-13 06:05,84
2018-10-13 06:06,85
2018-10-13 06:07,77
2018-10-13 06:08,87
2018-10-13 06:09,139
2018-10-13 06:10,151
2018-10-13 06:11,156
2018-10-13 06:12,139
2018-10-13 06:13,111
2018-10-13 06:14,101
2018-10-13 06:15,106
2018-10-13 06:16,152
2018-10-13 06:17,159
2018-10-13 06:18,168
2018-10-13 06:19,171
2018-10-13 06:20,152
2018-10-13 06:21,155
2018-10-13 06:22,166
2018-10-13 06:23,162
2018-10-13 06:24,154
2018-10-13 06:25,148
2018-10-13 06:26,160
2018-10-13 06:27,167
2018-10-13 06:28,153
2018-10-13 06:29,147
2018-10-13 06:30,162
2018-10-13 06:31,164
2018-10-13 06:32,160
2018-10-13 06:33,168
2018-10-13 06:34,165
2018-10-13 06:35,159
2018-10-13 06:36,148
2018-10-13 06:37,150
2018-10-13 06:38,165
2018-10-13 06:39,158
2018-10-13 06:40,151
2018-10-13 06:41,161
2018-10-13 06:42,157
2018-10-13 06:43,156
2018-10-13 06:44,146
2018-10-13 06:45,129
2018-10-13 06:46,159
2018-10-13 06:47,159
2018-10-13 06:48,155
2018-10-13 06:49,144
2018-10-13 06:50,152
2018-10-13 06:51,154
2018-10-13 06:52,152
2018-10-13 06:53,154
2018-10-13 06:54,159
2018-10-13 06:55,160
2018-10-13 06:56,139
2018-10-13 06:57,151
2018-10-13 06:58,163
2018-10-13 06:59,158
2018-10-13 07:00,163
2018-10-13 07:01,162
2018-10-13 07:02,158
2018-10-13 07:03,151
2018-10-13 07:04,158
2018-10-13 07:05,153
2018-10-13 07:06,158
2018-10-13 07:07,160
2018-10-13 07:08,159
2018-10-13 07:09,162
2018-10-13 07:10,163
2018-10-13 07:11,156
2018-10-13 07:12,160
2018-10-13 07:13,155
2018-10-13 07:14,168
2018-10-13 07:15,158
2018-10-13 07:16,161
2018-10-13 07:17,158
2018-10-13 07:18,159
2018-10-13 07:19,155
2018-10-13 07:20,159
2018-10-13 07:21,157
2018-10-13 07:22,158
2018-10-13 07:23,153
2018-10-13 07:24,153
2018-10-13 07:25,155
2018-10-13 07:26,158
2018-10-13 07:27,157
2018-10-13 07:28,154
2018-10-13 07:29,157
2018-10-13 07:30,153
2018-10-13 07:31,147
2018-10-13 07:32,146
2018-10-13 07:33,153
2018-10-13 07:34,137
2018-10-13 07:35,127
2018-10-13 07:36,115
2018-10-13 07:37,118
2018-10-13 07:38,123
2018-10-13 07:39,109
2018-10-13 07:40,122
2018-10-13 07:41,103
2018-10-13 07:42,92
2018-10-13 07:43,97
2018-10-13 07:44,95
2018-10-13 07:45,91
2018-10-13 07:46,91
2018-10-13 07:47,92
2018-10-13 07:48,90
2018-10-13 07:49,101
2018-10-13 07:50,104
2018-10-13 07:51,97

Start,End,,,MEPs,Duration,Time in Zone,Average Effort,Average Heart Rate,Calories,Peak Heart Rate,Date,Zone 0 Mins,Zone 1 Mins,Zone 2 Mins,Zone 3 Mins,Zone 4 Mins,Zone 5 Mins,Zone 0 MEPs,Zone 1 MEPs,Zone 2 MEPs,Zone 3 MEPs,Zone 4 MEPs,Zone 5 MEPs,Class,
6:45 AM,7:50 AM,Workout,1602889,144,64,47,66%,129,808,168,2018-10-12,10,7,16,19,12,0,0,7,32,57,48,0,0

Time,hr
2018-10-12 06:45,96
2018-10-12 06:46,76
2018-10-12 06:47,77
2018-10-12 06:48,79
2018-10-12 06:49,77
2018-10-12 06:50,79
2018-10-12 06:51,86
2018-10-12 06:52,97
2018-10-12 06:53,104
2018-10-12 06:54,102
2018-10-12 06:56,140
2018-10-12 06:58,151
2018-10-12 06:59,158
2018-10-12 07:00,143
2018-10-12 07:01,156
2018-10-12 07:02,156
2018-10-12 07:03,147
2018-10-12 07:04,157
2018-10-12 07:05,158
2018-10-12 07:06,141
2018-10-12 07:07,127
2018-10-12 07:08,125
2018-10-12 07:09,145
2018-10-12 07:10,134
2018-10-12 07:11,124
2018-10-12 07:12,133
2018-10-12 07:13,138
2018-10-12 07:14,126
2018-10-12 07:15,120
2018-10-12 07:16,135
2018-10-12 07:17,144
2018-10-12 07:18,133
2018-10-12 07:19,141
2018-10-12 07:20,151
2018-10-12 07:21,160
2018-10-12 07:22,160
2018-10-12 07:23,159
2018-10-12 07:24,165
2018-10-12 07:25,164
2018-10-12 07:26,160
